Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
མགོན་རྣམས་ཀྱི། །བསྟན་པ་བདུད་རྩིར་གྱུར་པ་,སྟེ,དེ,དེ,སྟེ,། །དོན་གཅིག་མ་ཡིན་ཐ་དད་མིན། །ཆད་,K,,✘,,,,,,,c=ཞོལ་=d p=n 84.45%,c དེ(1), དེ།_།(4260), གྱུར་པ་དེ(55); p སྟེ(27897), སྟེ།_།(13701), གྱུར་པ་སྟེ(343), གྱུར་པ་སྟེ།_།(109); ཞོལ་: དེ(1), དེ།_།(4260), གྱུར་པ་དེ(55); d དེ(1), དེ།_།(4260), གྱུར་པ་དེ(55); n སྟེ(27897), སྟེ།_།(13701), གྱུར་པ་སྟེ(343), གྱུར་པ་སྟེ།_།(109); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,204
ལས་གཞན་མིན། །དེ་ལ་ཕུང་མེད་དེ་དེར་,དེ་,,,དེ་,མེད། །དེ་བཞིན་གཤེགས་པ་ཕུང་ལྡན་མིན། །,K,,✘,,,,,,,c=ཞོལ་=d p=n 84.45%,c (1), ར(2609), མེད(12565); p དེ(1), ར་དེ(66), དེ་མེད(282); ཞོལ་: (1), ར(2609), མེད(12565); d (1), ར(2609), མེད(12565); n དེ(1), ར་དེ(66), དེ་མེད(282); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,247
ཉིད་ཀྱིས་ནི། །ཐོབ་པ་མིན་པ་གང་ཡིན་,ཏེ,དེ,དེ,ཏེ,། །ཇི་ལྟར་འཐོབ་པར་ནུས་པར་འགྱུར། །འབྲས་བུ་,K,,✘,,,,,,,c=ཞོལ་=d p=n 84.45%,c དེ(1), དེ།_།(4260), ཡིན་དེ(252); p ཏེ(80365), ཏེ།_།(12767), ཡིན་ཏེ(1346), ཡིན་ཏེ།_།(1716); ཞོལ་: དེ(1), དེ།_།(4260), ཡིན་དེ(252); d དེ(1), དེ།_།(4260), ཡིན་དེ(252); n ཏེ(80365), ཏེ།_།(12767), ཡིན་ཏེ(1346), ཡིན་ཏེ།_།(1716); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,309
སུ་ལའང་ཆོས་འགའ་མ་བསྟན་ཏོ། །མྱ་ངན་,,ལས་,ལས་,,འདས་པ་བརྟག་པ་ཞེས་བྱ་བ་སྟེ་རབ་ཏུ་,K,,✘,,,,,,,c=ཞོལ་=d p=n 84.45%,c ལས(5885), ལས་འདས་པ(90), མྱ་ངན་ལས(8840), མྱ་ངན་ལས་འདས་པ(3112), །_།མྱ་ངན་ལས་འདས་པ(135); p (1), འདས་པ(296), མྱ་ངན(13707), མྱ་ངན་འདས་པ(363), །_།མྱ་ངན་འདས་པ(183); ཞོལ་: ལས(5885), ལས་འདས་པ(90), མྱ་ངན་ལས(8840), མྱ་ངན་ལས་འདས་པ(3112), །_།མྱ་ངན་ལས་འདས་པ(135); d ལས(5885), ལས་འདས་པ(90), མྱ་ངན་ལས(8840), མྱ་ངན་ལས་འདས་པ(3112), །_།མྱ་ངན་ལས་འདས་པ(135); n (1), འདས་པ(296), མྱ་ངན(13707), མྱ་ངན་འདས་པ(363), །_།མྱ་ངན་འདས་པ(183); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,336
ནི་ཇི་ལྟར་སྲིད་པའི་རྒྱུན། །འབྱུང་བ་དང་,འཇིག་,འཇིག་པ་,འཇིག་པ་,འཇིག་,བརྟག་པ་ཞེས་བྱ་བ་སྟེ་རབ་ཏུ་བྱེད་པ་,K,,པ་བ་,,,,s,,,c=ཞོལ་=d p=n 84.45%,c འཇིག་པ(54), དང་འཇིག་པ(136); p འཇིག(226), དང་འཇིག(995); ཞོལ་: འཇིག་པ(54), དང་འཇིག་པ(136); d འཇིག་པ(54), དང་འཇིག་པ(136); n འཇིག(226), དང་འཇིག(995); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,246
འགྲོ་བ་པོ་ཡང་གཉིས་སུ་འགྱུར། །གང་ཕྱིར་,འགྲོ་བ་,འགྲོ་པོ་,འགྲོ་པོ་,འགྲོ་བ་,མེད་པར་ནི། །འགྲོ་བ་འཐད་པར་མི་འགྱུར་,K,,≠,,,,,,,c=ཞོལ་=d p=n 84.45%,c ; p འགྲོ་བ(327), ཕྱིར་འགྲོ་བ(106), འགྲོ་བ་མེད་པ(122); ཞོལ་: ; d ; n འགྲོ་བ(327), ཕྱིར་འགྲོ་བ(106), འགྲོ་བ་མེད་པ(122); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,17
། །ཇི་ལྟར་འཐད་པ་ཉིད་དུ་འགྱུར། །བགོམ་,ལས་,ལམ་,ལམ་,ལས་,ལྡོག་པར་མི་འགྱུར་ཏེ། །སོང་དང་མ་སོང་,K,,≠,,,,,,,c=ཞོལ་=d p=n 84.45%,c ལམ(1229); p ལས(5885), ལས་ལྡོག་པ(54); ཞོལ་: ལམ(1229); d ལམ(1229); n ལས(5885), ལས་ལྡོག་པ(54); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,22
ལ། །འགྲོ་བ་གཉིས་སུ་མི་འཐད་དོ། །,འགྲོ་པོ་,འགྲོ་པོ་,འགྲོ་པོ་,འགྲོ་བ་,ཡིན་པར་གྱུར་པ་ནི། །འགྲོ་རྣམ་གསུམ་དུ་,K,,≠,,,,,,,c=p=ཞོལ་=d n 6.97%,c ; p ; ཞོལ་: ; d ; n འགྲོ་བ(327), །_།འགྲོ་བ(1477); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,28
གྱུར་མ་གྱུར་པ། །གྱུར་མ་གྱུར་དེ་མི་བྱེད་,དོ,དེ,དེ,དོ,། །ཡིན་དང་མ་ཡིན་གྱུར་ཅིག་ལ། །ཕན་,K,,≠,,,,,,,c=ཞོལ་=d p=n 84.45%,c དེ(1), དེ།_།(4260), བྱེད་དེ(6127), བྱེད་དེ།_།(397), མི་བྱེད་དེ།_།(83); p དོ(6551), དོ།_།(77780), བྱེད་དོ(20875), བྱེད་དོ།_།(20687), མི་བྱེད་དོ།_།(1997); ཞོལ་: དེ(1), དེ།_།(4260), བྱེད་དེ(6127), བྱེད་དེ།_།(397), མི་བྱེད་དེ།_།(83); d དེ(1), དེ།_།(4260), བྱེད་དེ(6127), བྱེད་དེ།_།(397), མི་བྱེད་དེ།_།(83); n དོ(6551), དོ།_།(77780), བྱེད་དོ(20875), བྱེད་དོ།_།(20687), མི་བྱེད་དོ།_།(1997); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,97
མི་བྱེད་འདི་ཡང་གཏན་ཚིགས་ནི། །གོང་དུ་,བསྟན་པ ར་,བསྟན་པ ས་,བསྟན་པ ས་,བསྟན་པ ར་,ཤེས་པར་བྱ། །བྱེད་པ་པོ་ལས་བརྟེན་བྱས་ཤིང་། །ལས་,K,,≠,,,,,,,c=ཞོལ་=d p=n 84.45%,c བསྟན་པས(161); p བསྟན་པར(3125), དུ་བསྟན་པར(99); ཞོལ་: བསྟན་པས(161); d བསྟན་པས(161); n བསྟན་པར(3125), དུ་བསྟན་པར(99); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,101
སྔོན་གྱི་མཐའ། །ཡོད་མ་ཡིན་པར་མ་ཟད་,དེ,ཀྱི,ཀྱི,དེ,། །རྒྱུ་དང་འབྲས་བུ་ཉིད་དང་ནི། །མཚན་,K,,≠,,,,,,,c=ཞོལ་=d p=n 84.45%,c ཀྱི(5256), ཟད་ཀྱི(114), ཀྱི།_།(2371); p དེ(1), དེ།_།(4260), ཟད་དེ(325); ཞོལ་: ཀྱི(5256), ཟད་ཀྱི(114), ཀྱི།_།(2371); d ཀྱི(5256), ཟད་ཀྱི(114), ཀྱི།_།(2371); n དེ(1), དེ།_།(4260), ཟད་དེ(325); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,136
གྱུར་པ་ལ། །ཕྱིན་ཅི་ལོག་དག་མི་སྲིད་,དོ,དེ,དེ,དོ,། །ཕྱིན་ཅི་ལོག་ཏུ་མ་གྱུར་ལ། །ཕྱིན་,K,,≠,,,,,,,c=ཞོལ་=d p=n 84.45%,c དེ(1), དེ།_།(4260), སྲིད་དེ(48); p དོ(6551), དོ།_།(77780), སྲིད་དོ(113), སྲིད་དོ།_།(112), མི་སྲིད་དོ།_།(72); ཞོལ་: དེ(1), དེ།_།(4260), སྲིད་དེ(48); d དེ(1), དེ།_།(4260), སྲིད་དེ(48); n དོ(6551), དོ།_།(77780), སྲིད་དོ(113), སྲིད་དོ།_།(112), མི་སྲིད་དོ།_།(72); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,272
མ་གྱུར་ལ། །ཕྱིན་ཅི་ལོག་དག་མི་སྲིད་,དོ,དེ,དེ,དོ,། །ཕྱིན་ཅི་ལོག་ཏུ་གྱུར་བཞིན་ལ། །ཕྱིན་ཅི་,K,,≠,,,,,,,c=ཞོལ་=d p=n 84.45%,c དེ(1), དེ།_།(4260), སྲིད་དེ(48); p དོ(6551), དོ།_།(77780), སྲིད་དོ(113), སྲིད་དོ།_།(112), མི་སྲིད་དོ།_།(72); ཞོལ་: དེ(1), དེ།_།(4260), སྲིད་དེ(48); d དེ(1), དེ།_།(4260), སྲིད་དེ(48); n དོ(6551), དོ།_།(77780), སྲིད་དོ(113), སྲིད་དོ།_།(112), མི་སྲིད་དོ།_།(72); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,274
ཏུ་གྱུར་བཞིན་ལ། །ཕྱིན་ཅི་ལོག་དག་མི་སྲིད་,དོ,དེ,དེ,དོ,། །གང་ལ་ཕྱིན་ཅི་ལོག་སྲིད་པ། །བདག་,K,,≠,,,,,,,c=ཞོལ་=d p=n 84.45%,c དེ(1), དེ།_།(4260), སྲིད་དེ(48); p དོ(6551), དོ།_།(77780), སྲིད་དོ(113), སྲིད་དོ།_།(112), མི་སྲིད་དོ།_།(72); ཞོལ་: དེ(1), དེ།_།(4260), སྲིད་དེ(48); d དེ(1), དེ།_།(4260), སྲིད་དེ(48); n དོ(6551), དོ།_།(77780), སྲིད་དོ(113), སྲིད་དོ།_།(112), མི་སྲིད་དོ།_།(72); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,276
ཆོས་མིན་པ། །ནམ་ཡང་བྱེད་པར་མི་འགྱུར་,རོ,ཏེ,ཏེ,རོ,། །མི་སྟོང་པ་ལ་ཅི་ཞིག་བྱ། །རང་,K,,≠,,,,,,,c=ཞོལ་=d p=n 84.45%,c ཏེ(80365), ཏེ།_།(12767), འགྱུར་ཏེ(1517), འགྱུར་ཏེ།_།(1121), མི་འགྱུར་ཏེ།_།(271); p རོ(11376), རོ།_།(60571), འགྱུར་རོ(2600), འགྱུར་རོ།_།(48576), འགྱུར་རོ།_།མི(330), མི་འགྱུར་རོ།_།(4529); ཞོལ་: ཏེ(80365), ཏེ།_།(12767), འགྱུར་ཏེ(1517), འགྱུར་ཏེ།_།(1121), མི་འགྱུར་ཏེ།_།(271); d ཏེ(80365), ཏེ།_།(12767), འགྱུར་ཏེ(1517), འགྱུར་ཏེ།_།(1121), མི་འགྱུར་ཏེ།_།(271); n རོ(11376), རོ།_།(60571), འགྱུར་རོ(2600), འགྱུར་རོ།_།(48576), འགྱུར་རོ།_།མི(330), མི་འགྱུར་རོ།_།(4529); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,314
དེ་བྱས་ནས། །གཞན་ལ་སྟེར་བའི་གང་ཟག་,གཞན,གཞན,གཞན,#བཞན(བཞོན),། །སྡུག་བསྔལ་མ་གཏོགས་གང་ཞིག་ཡིན། །བདག་,K,,,v,,,,,,c=p=ཞོལ་=d n 6.97%,c གཞན(1356), གཞན།_།(267), གང་ཟག་གཞན(206); p གཞན(1356), གཞན།_།(267), གང་ཟག་གཞན(206); ཞོལ་: གཞན(1356), གཞན།_།(267), གང་ཟག་གཞན(206); d གཞན(1356), གཞན།_།(267), གང་ཟག་གཞན(206); n བཞན(3); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,143
བ་མ་ཡིན་ཉིད། །གང་ཞིག་བདག་ལ་མི་,ལྟ་ བར །__། དེ་ གཞན་དག་,ལྟ་བ །_། དེ་དག་ གཞན་,ལྟ་བ །_། དེ་དག་ གཞན་,ལྟ་ བར །__། དེ་ གཞན་དག་,ལ་ཇི་ལྟར་ལྟ། །ལྟ་བ་རབ་ཏུ་བསྒྲུབ་,K,,,nw✘,,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,34
བལྟ་བྱ་དང་། །ལྟ་བ་དེ་དག་ག་ལ་,ཡོད་ ཇི་ལྟར་བ་ དང་ མ་ དག་པ །_། བརྟེན་ ནས་ བུ་ ནི་ འབྱུང་ བཤད་པ །__། དེ་ བཞིན་ མིག་ དང་ གཟུགས་ བརྟེན་ ནས །__། རྣམ་པར་ ཤེས་པ་ འབྱུང་བ ར་ བཤད །__།,ཡོད །_།,ཡོད །_།,ཡོད་ ཇི་ལྟར་བ་ དང་ མ་ དག་པ །_། བརྟེན་ ནས་ བུ་ ནི་ འབྱུང་ བཤད་པ །__། དེ་ བཞིན་ མིག་ དང་ གཟུགས་ བརྟེན་ ནས །__། རྣམ་པར་ ཤེས་པ་ འབྱུང་བ ར་ བཤད །__།,། །བལྟ་བྱ་ལྟ་ལྟ་བ་མེད་པའི་ཕྱིར། །རྣམ་,K,,,nw✘,,,,,,c=ཞོལ་=d p=n 84.45%,c ཡོད།_།(1274), ལ་ཡོད།_།(247); p ; ཞོལ་: ཡོད།_།(1274), ལ་ཡོད།_།(247); d ཡོད།_།(1274), ལ་ཡོད།_།(247); n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,40
སྐྱེས་སྐྱེ་བཞིན་པ། །ཇི་ལྟ་བུར་ཡང་མི་,བསྐྱེད་པ །_། དེ ས་,སྐྱེད་པ །_། དེ་,སྐྱེད་པ །_། དེ་,བསྐྱེད་པ །_། དེ ས་,ནི་སོང་དང་མ་སོང་དང་། །བགོམ་པས་རྣམ་,K,,,nw✘,,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,78
པོ་དེ་ཉིད་ལ། །བརྟེན་ནས་འབྱུང་བ་མ་,གཏོགས་པ ར །__། གྲུབ་པ འི་,གཏོགས་པ །_། འགྲུབ་པ འི་,གཏོགས་པ །_། འགྲུབ་པ འི་,གཏོགས་པ ར །__། གྲུབ་པ འི་,རྒྱུ་ནི་མ་མཐོང་ངོ་། །དེ་བཞིན་ཉེར་ལེན་,K,,,nw✘,,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,103
འབྲེལ་བའི་རྒྱུ། །གནས་པས་ཀྱང་ནི་ཇི་ལྟར་,སྐྱེ །__ ཇི་ སྟེ་,སྐྱེད །_། ཅི་སྟེ་,སྐྱེད །_། ཅི་སྟེ་,སྐྱེ །__ ཇི་ སྟེ་,རྒྱུ་འབྲས་མ་འབྲེལ་ན། །འབྲས་བུ་གང་ཞིག་,K,,,nw✘,,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,213
ནི། །ཅི་ལས་ཀུན་ཏུ་འབྱུང་བར་འགྱུར། །,གང་ གིས་ ཐུགས་ བརྩེ་ ཉེར་ བཟུང་ ནས །_།,ལྟ་བ་ བརྟག་པ་ ཞེས་བྱ་བ་ སྟེ་ རབ་ཏུ་ བྱེད་པ་ ཉི་ཤུ་ བདུན་པ འོ །།_།། གང་ གིས་ ཐུགས་ བརྩེ་ ཉེར་ བཟུང་ ནས །__།,ལྟ་བ་ བརྟག་པ་ ཞེས་བྱ་བ་ སྟེ་ རབ་ཏུ་ བྱེད་པ་ ཉི་ཤུ་ བདུན་པ འོ །།_།། གང་ གིས་ ཐུགས་ བརྩེ་ ཉེར་ བཟུང་ ནས །__།,གང་ གིས་ ཐུགས་ བརྩེ་ ཉེར་ བཟུང་ ནས །_།,གང་གིས་ཐུགས་བརྩེ་ཉེར་བཟུང་ནས། །ལྟ་བ་ཐམས་ཅད་སྤང་བའི་,K,,,nw✘,,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,363
པ། ཛྙཱ་ན་གརྦྷ་དང་། ཞུ་ཆེན་གྱི་,ལོ་ཙཱ་བ་,ལོཙྪ་བ་,ལོཙྪ་བ་,ལོ་ཙཱ་བ་,དགེ་སློང་ཅོག་རོ་ཀླུའི་རྒྱལ་མཚན་གྱིས་བསྒྱུར་ཅིང་,K,,,nw✘,,,,,,c=ཞོལ་=d p=n 84.45%,c ལོཙྪ་བ(236), གྱི་ལོཙྪ་བ(144), ལོཙྪ་བ་དགེ་སློང(44); p ལོ་ཙཱ་བ(58); ཞོལ་: ལོཙྪ་བ(236), གྱི་ལོཙྪ་བ(144), ལོཙྪ་བ་དགེ་སློང(44); d ལོཙྪ་བ(236), གྱི་ལོཙྪ་བ(144), ལོཙྪ་བ་དགེ་སློང(44); n ལོ་ཙཱ་བ(58); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,368
ལ་རབ་ཏུ་བྱེད་པ་ཉི་ཤུ་རྩ་བདུན། ,དཔུང་ ཀ་,ཤླཽ་ཀ་,ཤླཽ་ཀ་,དཔུང་ ཀ་,བཞི་བརྒྱ་བཞི་བཅུ་རྩ་དགུ་ཡོད། བམ་པོ་,K,,,nw✘,,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,369
སུ་མ་ཏི་དང་། བོད་ཀྱི་སྒྲ་བསྒྱུར་གྱི་,ལོ་ཙཱ་བ་པ་ཚབ་,ལོཙྪ་བ་པ་ཚབ་,ལོཙྪ་བ་པ་ཚབ་,ལོ་ཙཱ་བ་པ་ཚབ་,ཉི་མ་གྲགས་ཀྱིས་མིའི་བདག་པོ་འཕགས་པ་ལྷའི་,K,,,nw✘,,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,371
རྒྱ་གར་གྱི་མཁན་པོ་ཀ་ན་ཀ་དང་། ,ལོཙྪ་བ,ལོཙྪ་བ་ དེ་ཉིད་ ཀྱིས་ ཞུ་ ཆེན་ བགྱིས་པ འོ,ལོཙྪ་བ་ དེ་ཉིད་ ཀྱིས་ ཞུ་ ཆེན་ བགྱིས་པ འོ,ལོཙྪ་བ,བ་པ་ཚབ་ཉི་མ་གྲགས་ཀྱིས་མིའི་བདག་པོ་,K,,,nw✘,,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ལོཙྪ་བ(236), །_ལོཙྪ་བ(49); ཞོལ་: ; d ; n ལོཙྪ་བ(236), །_ལོཙྪ་བ(49); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,372
མ་སོང་བ་ལའང་འགྲོ་རྩོམ་མེད། །བགོམ་ལ་,#བརྩོམ་པ་,རྩོམ་པ་,རྩོམ་པ་,#བརྩོམ་པ་,ཡོད་མིན་ན། །གང་དུ་འགྲོ་བ་རྩོམ་པར་,K,,,nw✓,,,,,,c=ཞོལ་=d p=n 84.45%,c རྩོམ་པ(802); p ; ཞོལ་: རྩོམ་པ(802); d རྩོམ་པ(802); n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,21
ཁམས་ལྔ་པོ། །གཞན་གང་དག་ཀྱང་ནམ་མཁའ་,མཚུངས །_།,མཚུངས །_།,མཚུངས །_།,#མཚུང ་།_།,བློ་ཆུང་གང་དག་དངོས་རྣམས་ལ། །ཡོད་པ་,K,,,nw✓,,,,,,c=p=ཞོལ་=d n 6.97%,c མཚུངས།_།(390); p མཚུངས།_།(390); ཞོལ་: མཚུངས།_།(390); d མཚུངས།_།(390); n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,55
འདི་ལྟར་འདོད་ཆགས་ཆགས་པ་དག །ཕན་ཚུན་,#བལྟོས་པ་,ལྟོས་པ་,ལྟོས་པ་,#བལྟོས་པ་,མེད་པར་འགྱུར། །གཅིག་ཉིད་ལྷན་ཅིག་ཉིད་མེད་དེ,K,,,nw✓,,,,,,c=ཞོལ་=d p=n 84.45%,c ལྟོས་པ(162); p ; ཞོལ་: ལྟོས་པ(162); d ལྟོས་པ(162); n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,60
པ། །དེ་ནི་རབ་ཏུ་བརྗོད་པར་བྱ། །,#དཔང་ རྒྱ་ ཇི་ལྟར་,ཇི་ལྟར་ དབང་ རྒྱ་,ཇི་ལྟར་ དབང་ རྒྱ་,#དཔང་ རྒྱ་ ཇི་ལྟར་,དེ་བཞིན་ཆུང་། །མི་ཟ་ལས་ནི་བུ་ལོན་,K,,,nw✓,,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,179
རྒྱ་གར་སྐད་དུ། པྲཛྙཱ་ནཱ་མ་མཱུ་ལ་,#མཱ་ #དྷྱ་ མ་ ཀ་,མ་དྷྱཱ་མ་ཀ་,མ་དྷྱཱ་མ་ཀ་,#མཱ་ #དྷྱ་ མ་ ཀ་,ཀཱ་རི་ཀ །བོད་སྐད་དུ། དབུ་མ་རྩ་བའི་,K,,,,✓,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,1
གར་སྐད་དུ། པྲཛྙཱ་ནཱ་མ་མཱུ་ལ་མ་དྷྱཱ་མ་ཀ་,#ཀཱ་ རི་ #ཀཱ,ཀཱ་རི་ཀ,ཀཱ་རི་ཀ,#ཀཱ་ རི་ #ཀཱ, །བོད་སྐད་དུ། དབུ་མ་རྩ་བའི་ཚིག་,K,,,,✓,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,2
ཏུ་བྱེད་པ་གཉིས་པའོ།། །།ལྟ་དང་ཉན་དང་,སྣོམ་པ་ ལ །__། མྱང་,སྣོམ་པ་ དང ་།_། མྱོང་,སྣོམ་པ་ དང ་།_། མྱོང་,#སྣམ་པ་ ལ །_། མྱང་,བར་བྱེད་དང་རེག་བྱེད་ཡིད། །དབང་པོ་དྲུག་,K,,,,✓,,,,,c=ཞོལ་=d p n 3.49%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,30
བཅོམ་ལྡན་དངོས་དང་དངོས་མེད་པ། །མཁྱེན་པས་,#ཀཱ་ #ཏྱཱ་ ཡ་ ན་,ཀ་ཏ་ཡ་ན་,ཀ་ཏ་ཡ་ན་,#ཀཱ་ #ཏྱཱ་ ཡ་ ན་,ཡི། །གདམས་ངག་ལས་ནི་ཡོད་པ་དང་། །,K,,,,✓,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ཀཱ་ཏྱཱ་ཡ་ན(127); ཞོལ་: ; d ; n ཀཱ་ཏྱཱ་ཡ་ན(127); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,163
། །སླད་ཀྱིས་ཁ་ཆེའི་གྲོང་ཁྱེར་དཔེ་མེད་ཀྱི་,#ཤློ །_,#དབུང ་།_,#དབུང ་།_,#ཤློ །_,གཙུག་ལག་ཁང་རིན་ཆེན་སྦས་པའི་དབུས་སུ། ,K,,,,✓,,,,,c=ཞོལ་=d p=n 84.45%,c ; p ; ཞོལ་: ; d ; n ; ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,370
པར་མི་འགྱུར་ཕྱིར། །གལ་ཏེ་འགྲོ་པོ་མེད་,འགྱུར་,གྱུར་,གྱུར་,འགྱུར་,ན། །འགྲོ་བ་འཐད་པར་མི་འགྱུར་ཏེ། །,K,,,,,⟶,,,,c=ཞོལ་=d p=n 84.45%,c གྱུར(4361), གྱུར་ན(3227), མེད་གྱུར(248); p འགྱུར(31151), འགྱུར་ན(448), མེད་འགྱུར(122); ཞོལ་: གྱུར(4361), གྱུར་ན(3227), མེད་གྱུར(248); d གྱུར(4361), གྱུར་ན(3227), མེད་གྱུར(248); n འགྱུར(31151), འགྱུར་ན(448), མེད་འགྱུར(122); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,18
བར་འདོད་ཕྱིར་རོ། །གལ་ཏེ་འགྲོ་པོ་འགྲོ་,འགྱུར་,གྱུར་,གྱུར་,འགྱུར་,ན། །འགྲོ་བ་གཉིས་སུ་ཐལ་འགྱུར་ཏེ། །,K,,,,,⟶,,,,c=ཞོལ་=d p=n 84.45%,c གྱུར(4361), གྱུར་ན(3227); p འགྱུར(31151), འགྱུར་ན(448), འགྲོ་འགྱུར(69); ཞོལ་: གྱུར(4361), གྱུར་ན(3227); d གྱུར(4361), གྱུར་ན(3227); n འགྱུར(31151), འགྱུར་ན(448), འགྲོ་འགྱུར(69); ,1-87_དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ།,19
