Left,p,c,d,n,right,new,min_mod,particles,spelling_mistake,sskrt,verb,?,empty,double,profile,ngram_freq,file name,note_num
ཞེས་པ་འདི་རྣམས་ནི་བཞི་པའོ། །འབྱུང་ཁུངས་,ལས་,ལ་,ལ་,ལས་,ལྔ་པའོ་ཞེས་པ་ལྔ་པའི་རྣམ་དབྱེ་ཡིན་ནོ,K,g,,,,,,,,c=d p=n 85.20%,c ལ(33965); p ལས(5885); d ལ(33965); n ལས(5885); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,12
ཡིག་ལས་ཨ་ཡིག་ཕྱུང་སྟེ། ཛ་ཡིག་ནི་,#ཛསྲ་,ཛ ས་,ཛ ས་,#ཛསྲ་,ལའོ་ཞེས་པའི་རྟགས་ཀྱི་དོན་ཏོ། །ཨཽཊའི་ཊ་ཡིག་ནི་,K,,,,✓,,,,,c=d p=n 85.20%,c ཛས(1); p ; d ཛས(1); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,28
ཛ་ཡིག་ནི་ཛས་ལའོ་ཞེས་པའི་རྟགས་ཀྱི་དོན་,ནོ །_། #ཨཽཊའི་,ཏོ །_། #ཨཽཊའི་,ཏོ །_། #ཨཽཊའི་,ནོ །_། #ཨཽཊྲའི་,ཊ་ཡིག་ནི་སུཊ་ཅེས་པ་སོ་སོར་བརྗོད་པ་,K,,,,✓,,,,,c=d p n 4.00%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,29
ཏོ། །ཊཱ་ཡིག་ལས་ཨཱ་ཡིག་བཞག་སྟེ། ,#ཊྲ་,#ཊཱ་,#ཊཱ་,#ཊྲ་,ཡིག་ནི་ཊཱ་ངས྄་དག་གི་ཨི་ན་སྱ་དག་,K,,,,✓,,,,,c=d p=n 85.20%,c ཊཱ(37); p ཊྲ(1); d ཊཱ(37); n ཊྲ(1); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,31
། ང་ཡིག་ནི་ངས་ང་སི་དག་གི་ཡ་,#ཨཱཏྲ་,#ཨཱཏ་,#ཨཱཏ་,#ཨཱཏྲ་,དག་གོ་ཞེས་པའི་རྟགས་ཀྱི་དོན་ཏོ། །ལྔ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨཱཏ(2); p ; d ཨཱཏ(2); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,35
རྟགས་ཀྱི་དོན་ཏོ། །དྲུག་པའི་གཅིག་གི་ཚིག་,ངས་,ངས་,ངས་,#ངསྲ་,ཡིག་ལས་ཨ་ཡིག་བཞག་སྟེ། ང་ཡིག་ནི་,K,,,,✓,,,,,c=p=d n 8.17%,c ངས(40); p ངས(40); d ངས(40); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,37
ལས་ཨི་ཡིག་བཞག་སྟེ། ངི་ཡིག་ནི་ངིའི་,#ཨཱམ་,#ཨཱམ་,#ཨཱམ་,#ཨཱས་,དེ་ལའོ་ཞེས་པའི་རྟགས་ཀྱི་དོན་ཏོ། །སུཔ྄འི་,K,,,,✓,,,,,c=p=d n 8.17%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,40
། །འདི་རྣམས་རིམ་པ་བཞིན་དུ་ཕྱིས་པ་ནི་,དྲི་ #ཤདྲ་,#དྲྀ་ #ཤད་,#དྲྀ་ #ཤད་,དྲི་ #ཤདྲ་,ཅེས་པ་འདིའི་སུ་ལ་སོགས་པའོ། །སྔ་མ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,42
ཞེས་པའི་ཕྱོགས་ལ་ད་ཡིག་གི་ཏ་ཡིག་གོ། །,#ཁརྲ་ ལ་ #ཛྷལྲའི་ #ཙརྲའོ་,ཁ ར་ ལ་ #ཛྷལའི་ #ཙརའོ་,ཁ ར་ ལ་ #ཛྷལའི་ #ཙརའོ་,#ཁརྲ་ ལ་ #ཛྷལྲའི་ #ཙརྲའོ་,ཞེས་པ་ཁར་ལ་ཕ་རོལ་དུ་ད་ཡིག་གི་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,45
དུ་ད་ཡིག་གི་ཏ་ཡིག་གོ། །ས་ས་,#ཛུཥ་,#ཛུ་ ཁ་,#ཛུ་ ཁ་,#ཛུཥ་,དག་གི་ཞེས་པ་ས་ཡིག་གི་རུ་ཉིད་དོ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,46
ཞེས་པ་ས་ཡིག་གི་རུ་ཉིད་དོ། །ཨུ་,ནི་ ཧ་ #ཤལྲ་ འང་ #ཨཏྲ་ ལས་,ནི་ #ཧཤ྄་ ལ འང་ #ཨཏ྄་ #ལས྄་,ནི་ #ཧཤ྄་ ལ་ འང་ #ཨཏ྄་ #ལས྄་,ཧ་ #ཤལྲ་ འང་ #ཨཏ་ ལས་,རུའིའོ་ཞེས་པའི་རྟགས་ཀྱི་དོན་ཏོ། །རེ་བའི་,K,,,,✓,,,,,c p d n 0.09%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,48
ཞེས་པ་ར་ཡིག་གི་རྣམ་པར་གཅད་པའོ། །དྲྀ་,#ཤྲཏྲ,#ཤཏ,#ཤཏ,#ཤྲཏྲ,། དྲྀ་ཤད། དྲྀ་དདཽ། དྲྀ་ཤདཿ། ,K,,,,✓,,,,,c=d p=n 85.20%,c ཤཏ(2); p ; d ཤཏ(2); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,51
ཤད། དྲྀ་དདཽ། དྲྀ་ཤདཿ། དྲྀ་ཤ་,#དྀ,#དཾ,#དཾ,#དྀ,། དྲྀ་ཤདཽ། དྲྀ་ཤདཿ། དྲྀ་ཤཱདཱདཱ,K,,,,✓,,,,,c=d p=n 85.20%,c དཾ(33); p ; d དཾ(33); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,52
ཤ་དཾ། དྲྀ་ཤདཽ། དྲྀ་ཤདཿ། དྲྀ་,#ཤདཱ,#ཤཱདཱ,#ཤཱདཱ,#ཤདཱ,དཱ། དྲྀ་ཤད་བྷྱཱམ྄། དྲི་ཤད་བྷིཿ། ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,53
། དྲྀ་ཤདཿ། དྲྀ་ཤཱདཱདཱ། དྲྀ་ཤད་,#ཤདྦྷྱཱཾ,#བྷྱཱམ྄,#བྷྱཱམ྄,#ཤདྦྷྱཱཾ,། དྲི་ཤད་བྷིཿ། དྲྀ་ཤ་དེ། དྲྀ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,54
བྷིཿ། དྲྀ་ཤ་དེ། དྲྀ་ཤད་བྷབྷྱཱཾ། ,#དྲྀ་,#དྲཾ་,#དྲཾ་,#དྲྀ་,ཤད་བྷྱཿ། དྲྀ་ཤདཿ། དྲྀ་ཤངྦྷབྷྱཱཾ། དྲྀ་,K,,,,✓,,,,,c=d p=n 85.20%,c དྲཾ(1); p དྲྀ(108); d དྲཾ(1); n དྲྀ(108); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,55
དྲྀ་ཤངྦྷབྷྱཱཾ། དྲྀ་ཤདྦྷྱཿ། དྲྀ་ཤ་དཿ། ,#དྲྀ་,#དྲྀ་,#དྲྀ་,དྲི་,ཤ་དོཿ། དྲྀ་ཤ་དཱཾ། དྲྀ་ཤ་དི,K,,,,✓,,,,,c=p=d n 8.17%,c དྲྀ(108); p དྲྀ(108); d དྲྀ(108); n དྲི(154), །_དྲི(4112); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,56
། དྲྀ་ཤ་དོཿ། དྲྀ་ཤཏྶུ། ཧེ་དྲྀ་,#ཤཏ །_ #ཧེ་ #དྲྀ་ #ཤད །_ #ཧེ་ #དྲྀ་ ཤ་ #དཽ,#ཤཏ །_ #ཧེ་ #དྲྀ་ #ཤད །_ #ཧེ་ #དྲྀ་ ཤ་ #དཽ,#ཤཏ །_ #ཧེ་ #དྲྀ་ #ཤད །_ #ཧེ་ #དྲྀ་ ཤ་ #དཽ,#ཤྲཏ །_ #ཧེ་ #དྲྀ་ #ཤདྲ་ #ཧྲེ་ #དྲྀ་ ཤ་ དོ,། ཧེ་དྲྀ་ཤ་དཿ། བྲྀཀྵ་ཞེས་པ་འདིའི་,K,,,,✓,,,,,c=p=d n 8.17%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,57
ཀྱང་མཐའི་ས་ཡིག་གི་རུ་ཉིད་དེ་རྣམ་པར་,གཅད་ བཅད་པ འོ །_། #ཨིཙྲ་,གཅད་པ འོ །_། ཨ་ #ཙ་,གཅད་པ འོ །_། ཨ་ #ཙ་,གཅད་ བཅད་པ འོ །_། #ཨིཙྲ་,ལའོ་ཞེས་པ་ཨཽ་ཉིད་དོ། །དང་པོ་དག་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,58
ཞེས་པ་ཨཽ་ཉིད་དོ། །དང་པོ་དག་གི་,#ཨིཙྲ་,#ཨཙ་,#ཨཙ་,#ཨིཙྲ་,ལའོ་ཞེས་པ་རིང་ངོ་ཉིད་དོ། །ཨམ་ལ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,59
གི་ཨཙ་ལའོ་ཞེས་པ་རིང་ངོ་ཉིད་དོ། །,#ཨམྲ་,#ཨམ་,#ཨམ་,#ཨམྲ་,ལ་སྔོན་མའོ་ཞེས་པ་ཕ་རོལ་དུ་སྔ་མ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨམ(3); p ཨམྲ(2); d ཨམ(3); n ཨམྲ(2); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,60
ལའོ་ཞེས་པས་ཡིག་གི་ན་ཡིག་གོ། །ཨ་,#ཨཙྲ་,#ཙ་,#ཙ་,#ཨཙྲ་,མ་ཡིན་པ་ལ་ཞེས་པ་གཉིས་ཉིད་དོ། །,K,,,,✓,,,,,c=d p=n 85.20%,c ཙ(240), ཨ་ཙ(185); p ; d ཙ(240), ཨ་ཙ(185); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,62
ཞེས་པ་ཨེ་ཉིད་དོ། །སུཔ྄་ཞེས་པ་,ཨ་,ཨ་,#ཨཱ་,ཨ་,ཉིད་དོ། །ཨཏ་ལས་བྷི་སའི་ཨཻས྄འོ་ཞེས་པ་,K,,,,✓,,,,,c=p=n d 0.64%,c ཨ(188); p ཨ(188); d ཨཱ(89); n ཨ(188); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,66
དོ། །སུཔ྄་ཞེས་པ་ཨཱ་ཉིད་དོ། །,#ཨཏྲ་,#ཨཏ་,#ཨཏ་,#ཨཏྲ་,ལས་བྷི་སའི་ཨཻས྄འོ་ཞེས་པ་ཨ་མཐའ་ཅན་ལས་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨཏ(2); p ; d ཨཏ(2); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,67
རོལ་གྱི་བྷིས྄་ཀྱི་ཨཻས྄་སུ་བསྒྱུར་བའོ། །ཨེ་,#ཨཙྲ་,#ཙ་,#ཙ་,#ཨཙྲ་,ལའོ་ཞེས་པ་ཨཻ་ཉིད་དོ། །ངེ་ངསི་དག་,K,,,,✓,,,,,c=d p=n 85.20%,c ཙ(240), ཙ་ལ(95); p ; d ཙ(240), ཙ་ལ(95); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,68
པ་ཨཻ་ཉིད་དོ། །ངེ་ངསི་དག་གི་ཡ་,#ཨཱཏྲ་,#ཨཱཏ་,#ཨཱཏ་,#ཨཱཏྲ་,དག་གོ་ཞེས་པ་ངེ་ང་སི་ཞེས་པ་འདི་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨཱཏ(2); p ; d ཨཱཏ(2); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,69
པ་ངེ་ང་སི་ཞེས་པ་འདི་དག་གི་ཡ་,#ཨཏྲ་,#ཨཱཏ་,#ཨཱཏ་,#ཨཏྲ་,ཞེས་པ་འདི་དག་ཏུ་བསྒྱུར་བའོ། །ཨཱཀ་རིང་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨཱཏ(2); p ; d ཨཱཏ(2); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,70
ཡ་ཨཱཏ་ཞེས་པ་འདི་དག་ཏུ་བསྒྱུར་བའོ། །,#ཨཀྲའི་,#ཨཱཀ་,#ཨཱཀ་,#ཨཀྲའི་,རིང་པོ་ཨཱཀ་ལའོ་ཞེས་པ་རིང་པོ་ཉིད་དོ,K,,,,✓,,,,,c=d p=n 85.20%,c ཨཱཀ(2); p ; d ཨཱཀ(2); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,71
པ་འདི་དག་ཏུ་བསྒྱུར་བའོ། །ཨཱཀ་རིང་པོ་,#ཨཀྲ་,#ཨཱཀ་,#ཨཱཀ་,#ཨཀྲ་,ལའོ་ཞེས་པ་རིང་པོ་ཉིད་དོ། །མང་པོ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨཱཀ(2); p ; d ཨཱཀ(2); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,72
པ་རིང་པོ་ཉིད་དོ། །མང་པོ་རྣམས་ལ་,#ཛྷལྲ་ ལ་ #ཨེཏྲའོ་,#ཛྷལ་ ལ་ #ཨེཏའོ་,#ཛྷལ་ ལ་ #ཨེཏའོ་,#ཛྷལྲ་ ལ་ #ཨེཏྲའོ་,ཞེས་པ་ཨེ་ཉིད་དོ། །ཨོས་ལའོ་ཞེས་པ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,73
པོ་རྣམས་ལ་ཛྷལ་ལ་ཨེཏའོ་ཞེས་པ་ཨེ་ཉིད་དོ། །,#ཨོསྲ་,#ཨོས་,#ཨོས་,#ཨོསྲ་,ལའོ་ཞེས་པ་ཨེ་ཉིད་དོ། །ཨེཙའི་ཨ་ཡ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨོས(1); p ; d ཨོས(1); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,74
དོ། །ཨོས་ལའོ་ཞེས་པ་ཨེ་ཉིད་དོ། །,#ཨེཙྲའི་,#ཨེཙའི་,#ཨེཙའི་,#ཨེཙྲའི་,ཨ་ཡ་ཨཝ་ཨཱ་ཡ་ཨཱ་ཝའོ་ཞེས་པ་ཨ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,75
ཞེས་པ་ཨ་ཡ་རུ་བསྒྱུར་བའོ། །ཐུང་ངུ་,#ཨཱཔྲ་,#ཨཱབ་,#ཨཱབ་,#ཨཱཔྲ་,ལས་ནུ་ནུཏའོ་ཞེས་པ་སྔོན་དུ་རུཊའོ། །ཨུ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,77
ཡ་རུ་བསྒྱུར་བའོ། །ཐུང་ངུ་ཨཱབ་ལས་ནུ་,#ནུཊྲའོ་,#ནུཏའོ་,#ནུཏའོ་,#ནུཊྲའོ་,ཞེས་པ་སྔོན་དུ་རུཊའོ། །ཨུ་ཡིག་ནི་བརྗོད་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,78
ཡིག་ནི་བརྗོད་པའི་དོན་ཏོ། །ཊ་ཡིག་ནི་,#ཊ་ #ཀིཏ་,#ཊ་ #ཀིཏ་,#ཊ་ #ཀིཏ་,#ནཊ་ #ཀིཏྲ་,དག་དང་པོ་ཐ་མ་དག་གོ་ཞེས་པའི་རྟགས་,K,,,,✓,,,,,c=p=d n 8.17%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,81
ལས་ནའི་ཎའོ་ཞེས་པ་ཎ་ཉིད་དོ། །ནཱམ་,#ནཱམྲ་,ལ་,ལ་,#ནཱམྲ་,ཏིསྲྀ་ཙ་ཏསྀམ་ཡིན་པ་དག་ལའོ་ཞེས་པ་རིང་,K,,,,✓,,,,,c=d p=n 85.20%,c ལ(33965); p ; d ལ(33965); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,82
རིང་པོ་ཉིད་དོ། །ཀུ་ལས་ཀྱང་བསྒྱུར་བའི་,#སནྲ་,#སན་,#སན་,#སནྲ་,ལ་སོགས་པ་དང་ཤཱ་སི་བ་སི་གྷས་རྣམས་,K,,,,✓,,,,,c=d p=n 85.20%,c སན(100); p ; d སན(100); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,83
ཀུ་ལས་ཀྱང་བསྒྱུར་བའི་སན་ལ་སོགས་པ་དང་,ཤ་,#ཤཱ་,#ཤཱ་,ཤ་,སི་བ་སི་གྷས་རྣམས་ཀྱིས་སའིའོ་ཞེས་པ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཤཱ(9); p ཤ(333), དང་ཤ(272); d ཤཱ(9); n ཤ(333), དང་ཤ(272); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,84
བའི་སན་ལ་སོགས་པ་དང་ཤཱ་སི་བ་སི་,#གྷསྲ་,#གྷས་,#གྷས་,#གྷསྲ་,རྣམས་ཀྱིས་སའིའོ་ཞེས་པ་ཥ་ཉིད་དོ། །,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,85
རྣམས་ཀྱིས་སའིའོ་ཞེས་པ་ཥ་ཉིད་དོ། །,#ཨེངྲ་,#ཨེང་,#ཨེང་,#ཨེངྲ་,ཐུང་ངུ་ཨཱཏ་ལས་ཀུན་དུ་བོད་པ་ལའོ་ཞེས་,K,,,,✓,,,,,c=d p=n 85.20%,c ཨེང(1); p ; d ཨེང(1); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,87
ཞེས་པ་ཥ་ཉིད་དོ། །ཨེང་ཐུང་ངུ་,#ཨཏྲ་,#ཨཱཏ་,#ཨཱཏ་,#ཨཏྲ་,ལས་ཀུན་དུ་བོད་པ་ལའོ་ཞེས་པ་སུ་དབྱིའོ,K,,,,✓,,,,,c=d p=n 85.20%,c ཨཱཏ(2); p ; d ཨཱཏ(2); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,88
། བྲྀཀྵཽ། བྲྀཀྵཱན། བྲྀཀྵེཎ། བྲྀཀྵཱ་བྷབྷྱཱཾ། ,#བྲྀཀྵཻཿ,#བྲྀཀྵཻ,#བྲྀཀྵཻ,#བྲྀཀྵཻཿ,། བྲིཀྵཱ་ཡ། བྲྀཀྵཱ་བྷབྷྱཱཾ། བྲྀཀྵེ་བྷྱཿ། ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,90
བྷབྷྱཱཾ། བྲྀཀྵེ་བྷྱཿ། བྲྀཀྵཏ྄། བྲྀཀྵཱ་བབྷྱཱཾ། ,#བྲྀཀྵ་,#བྲྀཀྵ་,#བྲྀཀྵ་,#བྲིཀྵ་,བྷྱཿ། བྲིཀྵ་སྱ། བྲིཀྵ་ཡོཿ། བྲིཀྵཱ་ཎཱཾ,K,,,,✓,,,,,c=p=d n 8.17%,c ; p ; d ; n བྲིཀྵ(1); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,91
དེ། རྣམ་པར་གཅད་པའོ། །དང་པོ་དག་གི་,#ཨཙྲ་,#ཨཙ་,#ཨཙ་,#ཨཙྲ་,ལའོ་ཞེས་པ་རིང་པོ་ཉིད་དོ། །ཛས་ལའོ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,93
གི་ཨཙ་ལའོ་ཞེས་པ་རིང་པོ་ཉིད་དོ། །,#ཛསྲ་,ཛ ས་,ཛ ས་,#ཛསྲ་,ལའོ་ཞེས་པ་ཨེ་ཉིད་དོ། །ཨེཙའི་ཨ་ཡ་,K,,,,✓,,,,,c=d p=n 85.20%,c ཛས(1); p ; d ཛས(1); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,94
དོ། །ཛས་ལའོ་ཞེས་པ་ཨེ་ཉིད་དོ། །,#ཨེཙྲའི་,#ཨེཙའི་,#ཨེཙའི་,#ཨེཙྲའི་,ཨ་ཡ་ཨཝ་ཨཱ་ཡ་ཨཱཝའོ་ཞེས་པ་ཨ་ལ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,95
ཨཝ་ཨཱ་ཡ་ཨཱཝའོ་ཞེས་པ་ཨ་ལ་ཡ་རུ་,བསྒྱུར་ རོ །_། #ཨམྲ་,བསྒྱུར་བ འོ །_། #ཨམ་,བསྒྱུར་བ འོ །_། #ཨམ་,བསྒྱུར་ རོ །_། #ཨམྲ་,ལ་སྔོན་མའོ་ཞེས་པ་ཕ་རོལ་སྔ་མ་ཉིད་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,96
པ་ཕ་རོལ་སྔ་མ་ཉིད་དོ། །དེ་ལས་,#ཤསྲ་,ཤ ས་,ཤ ས་,#ཤསྲ་,ཀྱི་ན་སྐྱེས་པ་ལའོ་ཞེས་པ་ན་ཉིད་དོ,K,,,,✓,,,,,c=d p=n 85.20%,c ཤས(8); p ; d ཤས(8); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,97
ཡིན་པའི་ངིཏ་ལའོ་ཞེས་པ་ཨེ་ཉིད་དོ། །,#ཨེཙྲའི་,#ཨེཙའི་,#ཨེཙའི་,#ཨེཙྲའི་,ཨ་ཡ་ཨཝ་ཨཱ་ཡ་ཨཱཝའོཝའོ། །དེ་སི་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,98
ཨེ་ཉིད་དོ། །ཨེཙའི་ཨ་ཡ་ཨཝ་ཨཱ་ཡ་,#ཨཝའོ,#ཨཱཝའོ,#ཨཱཝའོ,#ཨཝའོ,ཝའོ། །དེ་སི་ངས་དག་ལའོ་ཞེས་པ་ཕ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,99
ཨ་ཡ་ཨཝ་ཨཱ་ཡ་ཨཱཝའོཝའོ། །དེ་སི་,#ངསྲ་,ངས་,ངས་,#ངསྲ་,དག་ལའོ་ཞེས་པ་ཕ་རོལ་སྔ་མ་ཉིད་དོ,K,,,,✓,,,,,c=d p=n 85.20%,c ངས(40); p ; d ངས(40); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,100
ལའོ་ཞེས་པ་ཕ་རོལ་སྔ་མ་ཉིད་དོ། །,#ཨཀྲའི་ #ཡཎྲ་ #ཨཙྲ་,#ཨིཀའི་ #ཡཎ་ #ཨཙ་,#ཨིཀའི་ #ཡཎ་ #ཨཙ་,#ཨཀྲའི་ #ཡཎྲ་ #ཨཙྲ་,ལའོ་ཞེས་པ་ཡཎ་རུ་བསྒྱུར་བའོ། །ཐུང་ངུ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,101
རོལ་སྔ་མ་ཉིད་དོ། །ཨིཀའི་ཡཎ་ཨཙ་ལའོ་ཞེས་པ་,#ཡཎྲ་,#ཡཎ་,#ཡཎ་,#ཡཎྲ་,རུ་བསྒྱུར་བའོ། །ཐུང་ངུ་ཨཱཔ་ལས་ནུཊའོ། །,K,,,,✓,,,,,c=d p=n 85.20%,c ཡཎ(1); p ; d ཡཎ(1); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,102
ལའོ་ཞེས་པ་ཡཎ་རུ་བསྒྱུར་བའོ། །ཐུང་ངུ་,#ཨཱཔྲ་,#ཨཱཔ་,#ཨཱཔ་,#ཨཱཔྲ་,ལས་ནུཊའོ། །ཨུ་ཡིག་དང་ཊ་ཡིག་དག་སྔ་མ་,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,103
པ་ཡཎ་རུ་བསྒྱུར་བའོ། །ཐུང་ངུ་ཨཱཔ་ལས་,#ནུཊྲའོ,#ནུཊའོ,#ནུཊའོ,#ནུཊྲའོ,། །ཨུ་ཡིག་དང་ཊ་ཡིག་དག་སྔ་མ་བཞིན་དབྱིའོ,K,,,,✓,,,,,c=d p=n 85.20%,c ; p ; d ; n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,104
། །ཐུང་ངུ་ཨཱཔ་ལས་ནུཊའོ། །ཨུ་ཡིག་དང་,#ཊ་,#ཊ་,#ཊ་,,ཡིག་དག་སྔ་མ་བཞིན་དབྱིའོ། །ནཱམ་ལ་ཏིསྲྀ་ཙ་,K,,,,✓,,,,,c=p=d n 8.17%,c ཊ(463); p ཊ(463); d ཊ(463); n (1), དང(18517), ཡིག(11); ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,105
ཨཱཔ་ལས་ནུཊའོ། །ཨུ་ཡིག་དང་ཊ་ཡིག་དག་,སྔ་མ་,སྔ་མ་,སྔ་མ་,#སྔམྲ་,བཞིན་དབྱིའོ། །ནཱམ་ལ་ཏིསྲྀ་ཙ་ཏ་སྀ་མ་,K,,,,✓,,,,,c=p=d n 8.17%,c སྔ་མ(3097), སྔ་མ་བཞིན(59); p སྔ་མ(3097), སྔ་མ་བཞིན(59); d སྔ་མ(3097), སྔ་མ་བཞིན(59); n ; ,555_རྣམ་དབྱེའི་ཚིག་ལེའུར་བྱས་པ།,106
