144,k0079,T0278,(Buddha)avataṃsakasūtra,大方廣佛華嚴經,Bcom-ldan ḥdas-la lhaḥi dbaṅ-po rab-dgaḥ-ldan-gyis bkra śis-kyi tshigs-su bcad-pa,P - 335b-336b,N - 322a-b,D - 341a-342a,L - 248b-300b,C - 344b-345a
145,k0080,T0279,(Buddha)avataṃsakasūtra,大方廣佛華嚴經,Saṅs-rgyas phal-po-che shes-bya-ba śin-tu-rgyas-pa-chen-poḥi mdo,,,,,
146,k0081,T0305,Śraddhābāladhānāavatāramudrā(sūtra),信力入印法問經,Dod-paḥi stobs bskyed-pa-la ḥjug-paḥi phyag-rgya,P - 1-66a,N - 1b-103a,D - 1b-63a,L - 1b-97a,C - 1b-72a
147,k0082,T0303,Tathāgataguṇajñānācintyaviṣayāvatāranirdeśa(sūtra),佛華嚴入如來德智不思議境界經,De-bshin-gśegs-paḥi yon-tan daṅ ye-śes bsam-gyis-mi-khyab-paḥi yul-la ḥjug-pa bstan-pa,P - 116a-153b,N - 167a-228a,D - 106a-143b,L - 167a-226a,C - 128a-173b
148,k0083,T1130,,大乘金剛髻珠菩薩修行分,,,,,,
149,k0084,T0306,,大方廣佛華嚴經修慈分,,,,,,
150,k0085,T0302,Tathāgataguṇajñānācintyaviṣayāvatāranirdeśa(sūtra),度諸佛境界智光嚴經,De-bshin-gśegs-paḥi yon-tan daṅ ye-śes bsam-gyis-mi-khyab-paḥi yul-la ḥjug-pa bstan-pa,,,,,
151,k0086,T0304,Tathāgataguṇajñānācintyaviṣayāvatāranirdeśa(sūtra),大方廣入如來智德不思議境界經,De-bshin-gśegs-paḥi yon-tan daṅ ye-śes bsam-gyis-mi-khyab-paḥi yul-la ḥjug-pa bstan-pa,,,,,
152,k0087,T0301,,大方廣如來不思議境界經,,,,,,
153,k0088,T0300,,大方廣佛華嚴經不思議佛境界分,,,,,,
154,k0089,T0285,Daśabhūmikasūtra,漸備一切智德經,,P - 49a-168a,,D - 166a-283b,,
155,k0090,T0280,,兜沙經,Saṅs-rgyas-kyi mtshan-śin-tu-bstan-pa,P - 206a-2I9a,,D - 191a-203b,,
156,k0091,T0298,,大方廣普賢所說經,,,,,,
157,k0092,T0283,,菩薩十住行道品,Byaṅ-chub-sems-dpaḥi-rnam-par-dgod-pa bcu bstan-pa,P - 1-15b,,D - 245a-258a,,
158,k0093,T0282,,諸菩薩求佛本業經,Spyod-yul yoṅs-su dag-pa,P - 226b-236b,,D - 210b-219b,,
159,k0094,T0281,,菩薩本業經,,,,,,
160,k0095,T0307,,莊嚴菩提心經,,,,,,
161,k0096,T0308,,大方廣菩薩十地經,,,,,,
162,k0097,T0284,,菩薩十住經,,,,,,
163,k0098,T0286,Daśabhūmikasūtra,十住經,,,,,,
164,k0099,T0291,Tathāgatotpattisambhavanirdeśa(sūtra),如來興顯經,,P - 75b-142a,,D - 75a-141b,,
165,k0100,T0288,,等目菩薩所問三昧經,Tiṅ-ṅe-ḥdsin bcu,P - 174b-239b,,D - 289b-356b,,
166,k0101,T0289,Tathāgatānāṃ Buddhakṣetraguṇoktadharmaparyāya(sūtra),顯無邊佛土功德經,De-bshin-gśegs-pa rnams-kyi saṅs-rgyas-kyi shiṅ-gi yon-tan brjod-paḥi chos-kyi-rnam-graṅs,P - 310b-312a,N - 438b-441a,D - 285b-286d,L - 442b-444b,C - 349a-351a
167,k0102,T0294,Gaṇḍavyūhasūtra,羅摩伽經,,,,,,
168,k0103,T0292,,度世品經,,P - 42a,,D - 141b-260b,,
169,k0104,T0295,Gaṇḍavyūhasūtra,大方廣佛華嚴經入法界品,,,,,,
170,k0105,T0374,Mahāparinirvāṇasūtra,大般涅槃經,Yoṅs-su-mya-ṅan-las-ḥdas-pa chen-po,P - 319a,N - Myaṅ-ḥdas (ka)-(kha),D - 307a,L - Myaṅ-ḥdas (ka)-(kha),C - Mdo-maṅ (ña)-(ta)
171,k0106,T0376,Mahāparinirvāṇasūtra,大般泥洹經,Yoṅs-su-mya-ṅan-las-ḥdas-pa chen-po,P - 1-156b,N - 1-231b,D - 1b-151a,L - 1b-222b,C - 1b-169a
172,k0107,T0377,Mahāparinirvāṇasūtra,大般涅槃經後分,Yoṅs-su-mya-ṅan-las-ḥdas-pa chen-po,P - 319a-355,,D - 307a-339a,,
173,k0108,T0378,Caturdārakasamādhisūtra,方等般泥洹經,Khyeḥu bshiḥi tiṅ-ṅe-ḥdsin,P - 152a-192a,N - 196b-254a,D - 144b-179a,L - 186a-241a,C - 178a-217b
174,k0109,T0379,Caturdārakasamādhisūtra,四童子三昧經,Khyeḥu bshiḥi tiṅ-ṅe-ḥdsin,,,,,
175,k0110,T0380,Mahākaruṇāpuṇḍarīkasūtra,大悲經,Sñiṅ-rje-chen-poḥi pad-ma dkar-po,P - 63a-149a,N - 76a-187b,D - 56a-128b,L - 86a-209b,C - 66a-159a
176,k0111,T0187,Lalitavistara(sūtra),方廣大莊嚴經,Śis-par brjod-paḥi tshigs-su bcad-pa,P - 336b-339a,N - 323a-325a,D - 342a-343b,L - 1b-352b,C - 345a-346b
177,k0112,T0186,Lalitavistara(sūtra),普曜經,Rgya-cher-rol-pa,,,,,
178,k0113,T0269,,法華三昧經,,,,,,
179,k0114,T0276,,無量義經,,,,,,
180,k0115,T0265,Saddharmapuṇḍarīkasūtra,薩曇分陀利經,,,,,,
181,k0116,T0262,Saddharmapuṇḍarīkasūtra,妙法蓮華經,Dam-paḥi chos pad-ma dkar-po,P - 1-205a,N - 1b-281b,D - 1b-180b,L - 1b-285b,C - 1b-212b
182,k0117,T0263,Saddharmapuṇḍarīkasūtra,正法華經,Dam-paḥi chos pad-ma dkar-po,,,,,
183,k0118,T0264,Saddharmapuṇḍarīkasūtra,添品妙法蓮華經,Dam-paḥi chos pad-ma dkar-po,,,,,
184,k0119,T0475,Madhyamakavṛtti,維摩詰所說經,Dri-ma-med-par-grags-pas bstan-pa,P - 180a-250b,N - 274a-382a,D - 175a-239h,L - 270b-376b,C - 205a-295b
185,k0120,T0474,Vimalakīrtinirdeśasūtra,維摩詰經,Dri-ma-med-par-grags-pas bstan-pa,,,,,
186,k0121,T0476,Vimalakīrtinirdeśasūtra,說無垢稱經,Dri-ma-med-par-grags-pas bstan-pa,,,,,
187,k0122,T0477,Vimalakīrtinirdeśasūtra,大方等頂王經,,,,,,
188,k0123,T0478,Vimalakīrtinirdeśasūtra,大乘頂王經,Dri-ma-med-par-grags-pas bstan-pa,,,,,
189,k0124,T0479,Vimalakīrtinirdeśasūtra,善思童子經,,,,,,
190,k0125,T0158,Karuṇāpuṇḍarīkasūtra,大乘悲分陀利經,Sñiṅ-rje pad-ma dkar-po,P - 149a-296b,N - 187b-443,D - 129a-297a,L - 209b-474a,C - 159a-350a
191,k0126,T0157,Karuṇāpuṇḍarīkasūtra,悲華經,Sñiṅ-rje pad-ma dkar-po,,,,,
192,k0127,T0665,Suvarṇaprabhāsa(uttamarāja)sūtra,金光明最勝王經,Gser-ḥod dam-pa mdo-sdeḥi dbaṅ-poḥi smon-lam,P - 293b-299a,N - 285b-291a,D - 304b-309b,L - 405b-504a,C - 307b-313a
193,k0128,T0664,Suvarṇaprabhāsa(uttamarāja)sūtra,合部金光明經,Gser-ḥod dam-pa mdo-sdeḥi dbaṅ-poḥi smon-lam,,,,,
194,k0129,T0624,Drumakinnararājaparipṛcchā(sūtra),伅眞陀羅所問如來三昧經,Mi-ḥam-ciḥi rgyal-pa sdoṅ-pos shus-pa,P - 260b-329a,N - 390b-494,D - Mdo-sde (pha),L - 383a-483a,C - 304b-377a
195,k0130,T0625,Drumakinnararājaparipṛcchā(sūtra),大樹緊那羅王所問經,Mi-ḥam-ciḥi rgyal-pa sdoṅ-pos shus-pa,,,,,
196,k0131,T0816,,道足無極變化經,,,,,,
197,k0132,T0815,,佛昇忉利天爲母說法經,,,,,,
198,k0133,T0660,Ratnameghasūtra,寶雨經,Dkon-mchog sprin,P - 1-121a,N - 1-175b,D - 1b-112b,L - 1b-180a,C - 1b-141a
199,k0134,T0658,Ratnameghasūtra,寶雲經,Dkon-mchog sprin,,,,,
200,k0135,T0266,°vartacakrasūtra,阿維越致遮經,Phyir-mi-ldog-paḥi ḥkhor-lo,P - 256b-321a,N - 367b-458a,D - 241b-301b,L - 371b-465a,C - 274a-535b
201,k0136,T0268,Avaivartikacakrasūtra,廣博嚴淨不退轉輪經,Phyir-mi-ldog-paḥi ḥkhor-lo,,,,,
202,k0137,T0267,Avaivartikacakrasūtra,不退轉法輪經,Phyir-mi-ldog-paḥi ḥkhor-lo,,,,,
203,k0138,T0645,°yatāvatāramudrāsūtra,不必定入定入印經,ṅes-pa daṅ ma-ṅes-par ḥgro-baḥi phyag-rgya-la ḥjug-pa,P - 66a-81b,N - 103a-127a,D - 63a-78a,L - 97a-119b,C - 72a-89a
204,k0139,T0646,Niyatāniyata(gati)mudrāvatārasūtra,入定不定印經,ṅes-pa daṅ ma-ṅes-par ḥgro-baḥi phyag-rgya-la ḥjug-pa,,,,,
205,k0140,T0381,Sarvapuṇyasamuccayasamādhisūtra,等集衆德三昧經,Bsod-nams thams-cad bsdus-paḥi tiṅ-ṅe-ḥdsin,P - 73a-127b,N - 115a-196b,D - 70b-121b,L - 106b-186a,C - 91b-152a
206,k0141,T0382,Sarvapuṇyasamuccayasamādhisūtra,集一切德三昧經,Bsod-nams thams-cad bsdus-paḥi tiṅ-ṅe-ḥdsin,,,,,
207,k0142,T0585,Brahmaviśeṣacintīparipṛcchā(sūtra),持心梵天所問經,Tshaṅs-pa khyad-par-sems-kyi shus-pa,P - 23b-105b,N - 35a-162b,D - 23a-100b,L - 34b-159a,C - 26b-121b
208,k0143,T0586,Brahmaviśeṣacintīparipṛcchā(sūtra),思梵天所問經,Tshaṅs-pa khyad-par-sems-kyi shus-pa,,,,,
209,k0144,T0587,Brahmaviśeṣacintīparipṛcchā(sūtra),勝思惟梵天所問經,Tshaṅs-pa khyad-par-sems-kyi shus-pa,,,,,
210,k0145,T0481,Lokadharaparipṛcchā(sūtra),持人菩薩經,Ḥjig-rten-ḥdsin-gyis yoṅs-su dris-pa,P - 8a-82b,N - 11b-124a,D - 7b-78b,L - 11b-122b,C - Mdo-maṅ (ma)
211,k0146,T0482,Lokadharaparipṛcchā(sūtra),持世經,Ḥjig-rten-ḥdsin-gyis yoṅs-su dris-pa,,,,,
212,k0147,T0274,Sarvavaidalyasaṃgraha(sūtra),濟諸方等學經,Rnam-par ḥthag-pa thams-cad bsdus-pa,P - 187a-199a,N - 282b-301a,D - 177a-188b,L - 287a-305b,C - 233a-246b
213,k0148,T0275,Sarvavaidalyasaṃgrahasūtra,大乘方廣惣持經,Rnam-par ḥthag-pa thams-cad bsdus-pa,,,,,
214,k0149,T0461,Ratnakāraṇḍa(ka)(vyūha)sūtra,文殊師利現寶藏經,Dkon-mchog-gi za-ma-tog,P - 274b-316b,N - 392a-460b,D - 248a-290a,L - 388a-451b,C - 285b-333b
215,k0150,T0462,Ratnakāraṇḍa(ka)(vyūha)sūtra,大方廣寶篋經,Dkon-mchog-gi za-ma-tog,,,,,
216,k0151,T0673,Mahāyānābhisamaya(sūtra),大乘同性經,Dgoṅs-pa ṅes-par ḥgrel-pa,,,,,
217,k0152,T0674,Mahāyānābhisamaya(sūtra),證契大乘經,Dgoṅs-pa ṅes-par ḥgrel-pa,,,,,
218,k0153,T0675,Sandhīnirmocanasūtra,深密解脫經,Dgoṅs-pa ṅes-par ḥgrel-pa,P - 1-60b,N - 1-81a,D - 1b-55b,L - 1b-87b,C - 1b-71a
219,k0154,T0676,Sandhīnirmocanasūtra,解深密經,Dgoṅs-pa ṅes-par ḥgrel-pa,,,,,
220,k0155,T0677,Sandhīnirmocanasūtra,解節經,Dgoṅs-pa ṅes-par ḥgrel-pa,,,,,
221,k0156,T0678,Sandhīnirmocanasūtra,相續解脫地波羅密了義經,Dgoṅs-pa ṅes-par ḥgrel-pa,,,,,
222,k0157,T0716,,緣生初勝分法本經,,,,,,
223,k0158,T0717,,分別緣起初勝法門經,,,,,,
224,k0159,T0670,Laṅkāvatārasūtra,楞伽阿跋多羅寶經,Laṅ-kar-gśegs-paḥi theg-pa chen-poḥi mdo,P - 208b-313a,N - 298a-456b,D - 192b-284b,L - 87b-30 7a,30 7a-462a
225,k0160,T0671,Laṅkāvatārasūtra,入楞伽經,Laṅ-kar-gśegs-paḥi theg-pa chen-poḥi mdo,,,,,
226,k0161,T0672,Laṅkāvatārasūtra,大乘入楞伽經,Laṅ-kar-gśegs-paḥi theg-pa chen-poḥi mdo,,,,,
227,k0162,T0271,Bodhisattvagocaropāyaviṣayavikurvāṇanirdeśa(sūtra),菩薩行方便境界通變化經,Byaṅ-chub-sems-dpaḥi spyod-yul-gyi thabs-kyi yul-la rnam-par-ḥphrul-ba bstan-pa,P - 37b-101b,N - 57a-154b,D - 82a-141b,L - 57a-153b,C - 35a-96b
228,k0163,T0272,Bodhisattvagocaropāyaviṣayavikurvāṇanirdeśa(sūtra),大薩遮尼乾子所說經,Byaṅ-chub-sems-dpaḥi spyod-yul-gyi thabs-kyi yul-la rnam-par-ḥphrul-ba bstan-pa,,,,,
229,k0164,T0387,Mahāmeghasūtra,大方等無想經,Sprin chen-po,P - 121a-237a,N - 175b-331a,D - 113a-214b,L - 180a-337b,C - 141a-266b
230,k0165,T0993,Mahāmeghasūtra,大雲經請雨品第六十四,Sprin chen-po,P - 278b-293a,N - 385a-404a,D - 163a-175b = Gzuṅs-ḥduṣ(Wam)216a-229b,L - 124b-147b,C - 312b-329a
231,k0166,T0991,Mahāmeghasūtra,大雲輪請雨經,Sprin chen-po,,,,,
232,k0167,T0992,Mahāmeghasūtra,大方等大雲經請雨品大六十四,Sprin chen-po,,,,,
233,k0168,T0650,Sarvadharmapravṛttinirdeśa(sūtra),諸法無行經,Chos thams-cad ḥbyuṅ-ba med-par bstan-pa,P - 279a-311a,N - 429a-480a,D - 2G7a-296a,L - Mdo (pha),C - 331a-372a
234,k0169,T0651,Sarvadharmapravṛttinirdeśa(sūtra),諸法本無經,Chos thams-cad ḥbyuṅ-ba med-par bstan-pa,,,,,
235,k0170,T0636,,無極寶三昧經,,,,,,
236,k0171,T0637,,寶如來三昧經,,,,,,
237,k0172,T0632,Tathāgatajñānamudrā(samādhi)(sūtra),慧印三昧經,De-bshin-gśegs-paḥi ye-śes-kyi phyag-rgyaḥi tiṅ-ṅe-ḥdsin,P - 250b-276a,N - 370a-407b,D - 230b-253b,L - 367a-403a,C - 270a-297b
238,k0173,T0633,Tathāgatajñānamudrā(samādhi)(sūtra),如來智印經,De-bshin-gśegs-paḥi ye-śes-kyi phyag-rgyaḥi tiṅ-ṅe-ḥdsin,,,,,
239,k0174,T1331,,灌頂七萬二千王護比丘呪經,,,,,,
240,k0175,T0627,Ajātaśatrukaukṛtyavinodana(sūtra),文殊支利普超三昧經,Ma-skyes-dgraḥi ḥgyod-pa bsal-ba,P - 220b-281a,N - 339a-427b,D - 211b-268b,L - 323a-413a,C - 249a-316a
241,k0176,T0449,Bhaiṣajyagurupūrvapraṇidhānaviśeṣavistara(sūtra),藥師如來本願經,Bcom-ldan-ḥdas sman-gyi bla bai-dūryaḥi ḥod-kyi sṅon-gyi smon-lam-gyi khyad-par rgyas-pa,P - 255b-263a,N - 470a-484a,D - 274a-283b,L - 419a-433b,C - 304a-315b
242,k0177,T0450,Bhagavanbhaiṣajya*,藥師琉璃光如來本願功德經,Bcom-ldan-ḥdas sman-gyi bla bai-dūryaḥi ḥod-kyi sṅon-gyi smon-lam-gyi khyad-par rgyas-pa,,,,,
243,k0178,T0451,Saptatathāgatapūrvapraṇidhānaviśeṣavistara(sūtra),藥師琉璃光七佛本願巧德經,De-bshin-gśegs-pa bdun-gyi sṅon-gyi smon-lam-gyi khyad-par rgyas-pa,P - 230a-253b,N - 433b-470a,D - 248b-273b,L - 380b-419a,C - 275a-304a
244,k0179,T0626,Ajātaśatrukaukṛtyavinodana(sūtra),阿闍世王經,Ma-skyes-dgraḥi ḥgyod-pa bsal-ba,,,,,
245,k0180,T0629,Ajātaśatrukaukṛtyavinodana(sūtra),放鉢經,Ma-skyes-dgraḥi ḥgyod-pa bsal-ba,,,,,
246,k0181,T0639,Samādhirāja(candrapradīpa)sūtra,月燈三昧經,Chos thams-cad-kyi raṅ-bshiṅ mñam-pa-ñid rnam-par-spros pa tiṅ-ṅe-ḥdsin-gyi rgyal-po,P - 1-185a,N - 1b-273b,D - 1b-170b,L - 1b-269b,C - 1b-200a
247,k0182,T0640,,月燈三昧經,,,,,,
248,k0183,T0641,,月燈三昧經,,,,,,
249,k0184,T0813,Hastikakṣyā(sūtra),無希望經,Glaṅ-poḥi rtsal,P - 99b-115b,N - 155b-179b,D - 95a-109a,L - 147a-169b,C - 109a-125b
250,k0185,T0814,Hastikakṣyā(sūtra),象腋經,Glaṅ-poḥi rtsal,,,,,
251,k0186,T0817,Mañjuśrīvikrīḍitasūtra,大淨法門經,Ḥjam-dpal rnom-par rol-pa,P - 246a-273b,N - 329a-369a,D - 217a-241b,L - 352a-391a,C - 268b-297b
252,k0187,T0818,Mañjuśrīvikrīḍitasūtra,大莊嚴法門經,Ḥjam-dpal rnom-par rol-pa,,,,,
253,k0188,T0357,Sarvabuddhaviṣayāvatārajñānalokālaṃkārasūtra,如來莊嚴智慧光明入一切佛境界經,Saṅs-rgyas thams-cad-kyi yul-la ḥjug-paḥi ye-śes snaṅ-baḥi rgyan,P - 301b-334a,N - 416b-466a,D - 276a-305a,L - 483a-535a,C - 334a-366a
254,k0189,T0358,Sarvabuddhaviṣayāvatārajñānalokālaṃkārasūtra,度一切諸佛境界智嚴經,Saṅs-rgyas thams-cad-kyi yul-la ḥjug-paḥi ye-śes snaṅ-baḥi rgyan,,,,,
255,k0190,T0373,,後出阿彌陀佛偈,,,,,,
256,k0191,T0365,,觀無量壽佛經,,,,,,
257,k0192,T0366,Sukhāvatī(amṛta)vyūhasūtra,阿彌陀經,Bde-ba-can-gyi bkod-pa,P - 220a-224a,N - 306a-313a,D - 195b-200a,L - 307b-314b,C - 228a-232b
258,k0193,T0367,Sukhāvatīvyūha(sūtra),稱讚淨土佛攝受經,Bde-ba-can-gyi bkod-pa,,,,,
259,k0194,T0452,,觀彌勒菩薩上生兜率天經,Byaṅ-chub-sems-dpaḥ byams-pa dgaḥ-ldan gnam-du skyel-ba blaṅs-paḥi mdo,,,,,
260,k0195,T0456,,彌勒大成佛經,,,,,,
261,k0196,T0457,Maitreyavyākaraṇa(sūtra),彌勒來時經,,,,,,
262,k0197,T0453,,彌勒下生經,,,,,,
263,k0198,T0454,Maitreyavyākaraṇa(sūtra),彌勒下生成佛經,,,,,,
264,k0199,T0455,Maitreyavyākaraṇa(sūtra),彌勒下生成佛經,,,,,,
265,k0200,T0822,,諸法勇王經,,,,,,
266,k0201,T0823,,一切法高王經,,,,,,
267,k0202,T0833,Paramārthadharmavijayasūtra,第一義法勝經,Don-dam-paḥi chos-kyis rnam-par rgyal-ba,P - 35a-45a,N - 46b-60b,D - 33a-42b,L - 50a-64b,C - 37b-48b
268,k0203,T0834,Paramārthadharmavijayasūtra,大威燈光仙人問疑經,Don-dam-paḥi chos-kyis rnam-par rgyal-ba,,,,,
269,k0204,T0565,Sirīvivartavyākaraṇa(sūtra),順權方便經,Bud-med ḥgyur-ba luṅ-bstan-pa,P - 211a-235a,N - 324a-363a,D - 201a-224b,L - 316b-356a,C - 247b-279a
270,k0205,T0566,Sirīvivartavyākaraṇa(sūtra),藥瓔珞莊嚴方便品經,Bud-med ḥgyur-ba luṅ-bstan-pa,,,,,
271,k0206,T0152,,六度集經,,,,,,
272,k0207,T0171,Jinaputrārthasiddasūtra,大子須大拏經,Rgyal-bu don-grub-kyi mdo,P - 58a-70b,N - 85b-108a,D - 55b-70b,L - 87b-111a,C - 64b-81a
273,k0208,T0174,Śyāmakajātakasūtra,菩薩睒子經,,,,,,
274,k0209,T0175,,睒子經,,,,,,
275,k0210,T0168,,太子墓魄經,,,,,,
276,k0211,T0181,,九色鹿經,,,,,,
277,k0212,T0167,,太子慕魄經,,,,,,
278,k0213,T0828,Anakṣarakaraṇḍakavairocanagarbha(sūtra),無字寶篋經,Yi-ge med-paḥi za-ma-tog rnam par-snaṅ-mdsad-kyi sñiṅ-po,P - 274a-278b,N - 371a-377a,D - 259b-2G4a,L - 24a-30b,C - 289a-294a
279,k0214,T0829,Anakṣarakaraṇḍakavairocanagarbha(sūtra),大乘離文字普光明藏經,Yi-ge med-paḥi za-ma-tog rnam par-snaṅ-mdsad-kyi sñiṅ-po,,,,,
280,k0215,T0830,Anakṣarakaraṇḍakavairocanagarbha(sūtra),大乘遍照光藏無字法問經,Yi-ge med-paḥi za-ma-tog rnam par-snaṅ-mdsad-kyi sñiṅ-po,,,,,
281,k0216,T0559,Mahālalikāparipṛcchā(sūtra),老女人經,Bgres-mos shus-pa,P - 327a-331,N - 503b-511a,D - 310b-314a,L - 495a-502a,C - 374b-381a
282,k0217,T0561,Mahālalikāparipṛcchā(sūtra),宋錄,Bgres-mos shus-pa,,,,,
283,k0218,T0560,Mahālalikāparipṛcchā(sūtra),老母女六英經,Bgres-mos shus-pa,,,,,
284,k0219,T0534,Candraprabhakumāra(sūtra),月光童子經,,,,,,
285,k0220,T0536,Candraprabhakumāra(sūtra),申日兒本經,,,,,,
286,k0221,T0545,Śrīguptasūtra,德護長者經,Dpal-sbas,P - 281a-298a,N - 427b-451a,D - 269a-284a,L - 413a-438a,C - 316a-334a
287,k0222,T0464,Gayāśīrṣasūtra,文殊師利問菩提經,Ga-ya mgoḥi ri,P - 313b-321,N - 456b-468,D - 285a-292a,L - 462a-473a,C - 351a-359a
288,k0223,T0465,Gayāśīrṣasūtra,伽耶山頂經,Ga-ya mgoḥi ri,,,,,
289,k0224,T0466,Gayāśīrṣasūtra,象頭精舍經,Ga-ya mgoḥi ri,,,,,
290,k0225,T0467,Gayāśīrṣasūtra,大乘伽耶山頂經,Ga-ya mgoḥi ri,,,,,
291,k0226,T0526,,長者子制經,,,,,,
292,k0227,T0528,,菩薩逝經,,,,,,
293,k0228,T0527,,逝童子經,,,,,,
294,k0229,T0808,Vatsasūtra,犢子經,,,,,,
295,k0230,T0809,Vatsasūtra,乳光佛經,,,,,,
296,k0231,T0562,Strīvivartavyākaraṇa(sūtra),無垢賢女經,,,,,,
297,k0232,T0563,Strīvivartavyākaraṇa(sūtra),腹中聽經,,,,,,
298,k0233,T0564,Strīvivartavyākaraṇa (sūtra),轉女身經,,,,,,
299,k0234,T0535,Candraprabhakumāra(sūtra),申日經,,,,,,
300,k0235,T0669,,無上依經,,,,,,
301,k0236,T0689,Adbhutadharmaparyāyasūtra,甚希有經,Rmad-du-byuṅ-ba,P - 203a-206a,N - 303b-308b,D - 194a-196b,L - 297a-302a,C - 237b-241a
302,k0237,T0688,Adbhutadharmaparyāyasūtra,未曾有經,Rmad-du-byuṅ-ba,,,,,
303,k0238,T0811,Buddakṣepana,決定總持經,Saṅs-rygas mi spaṅ-pa,P - 47a-53a,N - 64a-72a,D - 44b-49b,L - 114b-122b,C - 53a-59b
304,k0239,T0831,Buddakṣepana,謗佛經,Saṅs-rygas mi spaṅ-pa,,,,,
305,k0240,T0356,Ratnakūṭasūtra,寶積三昧文殊師利菩薩問法身經,Rin-po-cheḥi mthaḥ,P - 316d-325a,N - 460b-474a,D - 290b-298a,L - 451b-464a,C - 334a-344a
306,k0241,T0355,Ratnakūṭasūtra,入法界體性經,Rin-po-cheḥi mthaḥ,,,,,
307,k0242,T0835,Siṃhanādikasūtra,如來師子吼經,Seṅ-geḥi sgra bsgrags pa,P - 118b122b,N - 184a-190b,D - 111b-115b,L - 173b-180a,C - 128b-133b
308,k0243,T0836,Siṃhanādikasūtra,大方廣師子吼經,Seṅ-geḥi sgra bsgrags pa,,,,,
309,k0244,T0661,Mañjuśrīparipṛcchā(sūtra),大乘百福相經,Ḥjam-dpal-gyis dris-pa,P - 1-5b,N - 1-8a,D - 1b-5a,L - 1b-8a,C - 1b-6b
310,k0245,T0662,Mañjuśrīparipṛcchā(sūtra),大乘百福莊嚴相經,,,,,,
311,k0246,T0772,Caturdharmakasūtra,大乘四法經,Chos-bshi pa,P - 64b65a,N - 86a-87a,D - 60b-61a,L - 92a-93a,C - 69a-b
312,k0247,T0773,Caturdharmakasūtra,菩薩修行四法經,Chos-bshi pa,,,,,
313,k0248,T1495,,善恭敬經,,,,,,
314,k0249,T0690,,希有校量功德經,,,,,,
315,k0250,T0691,,最無比經,,,,,,
316,k0251,T0178,,前世三轉經,,,,,,
317,k0252,T0179,Pūpāvatyāvadānā(sūtra),銀色女經,,,,,,
318,k0253,T0509,,阿闍世王授決經,,,,,,
319,k0254,T0510,,採花違王上佛授決號妙花經,,,,,,
320,k0255,T1496,,正恭敬經,,,,,,
321,k0256,T0840,,稱讚大乘功德經,,,,,,
322,k0257,T0841,,說妙法決定業障經,,,,,,
323,k0258,T0515,Rājāvavādaka(sūtra),如來示教勝軍王經,Rgyal-po-la gdams-pa,P - 81b-88b,N - 131b-142b,D - 78a-84b,L - 130b-141a,C - 109a-117b
324,k0259,T0714,Nidānasūtra,緣起聖道經,,,,,,
325,k0260,T0514,Rājāvavādaka(sūtra),諫王經,Rgyal-po-la gdams-pa,,,,,
326,k0261,T0593,Rājāvavādaka(sūtra),佛爲勝光天子說王法經,Rgyal-po-la gdams-pa,,,,,
327,k0262,T0698,,浴佛功德經,,,,,,
328,k0263,T0787,,曼殊室利咒藏中校量數珠功德經,,,,,,
329,k0264,T0575,Bhavasaṅkrāntisūtra,大方等修多羅王經,Srid-pa ḥpho-ba,P - 185a-186b,N - 279b-282b,D - 175a-177a,L - 284a-287a,C - 231a-233a
330,k0265,T0470,Mañjuśrīvihārasūtra,文殊師利巡行經,Ḥjam-dpal gnas-pa,P - 275a-280a,N - 427a-435b,D - 266b-271b,L - 420a-428b,C - 328a-333b
331,k0266,T0576,Bhavasaṅkrāntisūtra,轉有經,Srid-pa ḥpho-ba,,,,,
332,k0267,T0471,Mañjuśrīvihārasūtra,文殊尸利行經,Ḥjam-dpal gnas-pa,,,,,
333,k0268,T0708,Śālistamb(h)a(ka)sūtra,了本生死經,Sā-luḥi ljaṅ pa,P - 123a130b,N - 190b-203b,D - 116b-123b,L - 180a-192b,C - 133b-143a
334,k0269,T0713,Nidānasūtra,貝多樹下思惟十二因經,,,,,,
335,k0270,T0557,,龍施女經,,,,,,
336,k0271,T0427,Aṣṭabuddhaka(sūtra),八吉祥神咒經,Saṅs-rgyas brgyad-pa,P - 18a-22a,N - 24b-29b,D - 17b-21a,L - 75b-80b,C - 20b-25a
337,k0272,T0709,Śālistamb(h)a(ka)sūtra,稻芋經,Sā-luḥi ljaṅ pa,,,,,
338,k0273,T0622,,自誓三昧經,,,,,,
339,k0274,T0623,,如來獨證自誓三昧經,,,,,,
340,k0275,T0558,,龍施菩薩本起經,,,,,,
341,k0276,T0428,Aṣṭabuddhaka(sūtra),八陽神咒經,Saṅs-rgyas brgyad pa,,,,,
342,k0277,T0685,,盂蘭盆經,,,,,,
343,k0278,T0695,,灌洗佛形像經,,,,,,
344,k0279,T0696,,摩訶刹頭經,,,,,,
345,k0280,T0693,Tathāgatapratibimbapratiṣṭhanuśaṃsā(sūtra),造立形像福報經,,,,,,
346,k0281,T0692,Tathāgatapratibimbapratiṣṭhanuśaṃsā(sūtra),作佛形像經,,,,,,
347,k0282,T0431,Aṣṭabuddhaka(sūtra),八佛名號經,Saṅs-rgyas brgyad pa,P - 53a-56a,N - 72a-76b,D - 49b-52b,L - 123a-127a,C - 59b-63a
348,k0283,T0686,,報恩奉盆經,,,,,,
349,k0284,T0697,,浴像功德經,,,,,,
